200 9950
77 180 49
103 96 67
39 10 2
69 179 79
198 55 96
76 111 59
10 63 14
166 26 86
67 76 69
190 104 53
155 143 59
129 190 4
78 2 25
1 4 68
158 174 94
154 123 56
16 174 89
196 93 63
97 114 18
127 171 27
147 17 71
59 18 54
67 122 76
176 16 95
109 182 96
25 130 13
106 110 50
199 27 55
52 57 48
168 12 2
22 178 89
151 112 82
75 63 93
51 127 68
103 141 88
108 60 16
72 6 67
126 93 40
144 30 34
18 128 96
118 162 72
53 86 46
86 194 50
28 45 13
5 53 46
169 34 8
3 182 3
178 189 80
163 117 97
114 113 18
119 99 85
50 148 84
147 188 87
154 80 53
175 87 81
103 78 17
161 181 15
11 69 84
131 177 23
0 163 19
53 23 38
35 80 17
6 159 48
43 170 38
68 86 15
116 154 42
56 166 54
41 93 25
24 115 32
143 114 22
162 127 7
121 133 1
7 146 45
148 135 98
176 179 42
166 25 16
127 34 17
52 188 23
25 170 4
12 196 100
11 37 91
0 111 29
167 165 95
60 84 86
30 79 29
14 86 18
1 181 47
146 55 51
77 10 10
187 64 16
157 95 7
158 88 84
139 67 83
69 72 12
156 130 58
82 182 85
7 55 23
41 113 38
46 194 14
36 134 90
76 58 30
74 194 54
36 115 28
23 194 10
140 143 17
175 78 77
60 129 62
119 108 51
178 122 25
154 50 89
167 163 7
170 22 70
171 134 87
93 98 53
192 4 79
104 53 19
179 157 8
131 109 14
150 186 67
102 2 50
105 191 66
54 39 57
125 158 19
180 117 76
80 34 90
88 42 72
137 84 94
158 106 59
156 142 93
179 8 29
178 97 76
136 109 42
13 166 69
173 58 85
149 163 87
122 103 86
120 67 75
11 62 36
26 66 18
135 143 69
140 152 72
143 86 49
170 62 79
21 173 64
73 115 13
58 62 50
21 146 94
55 185 36
79 45 77
84 95 86
42 104 6
78 16 17
171 179 50
77 137 11
44 151 59
106 164 52
133 141 11
48 185 55
72 147 53
11 54 99
144 66 81
13 77 62
195 50 28
61 103 42
171 198 20
128 95 2
190 41 96
156 151 31
139 174 14
153 77 94
198 65 12
186 20 79
191 162 68
13 187 55
165 106 28
35 199 27
138 156 48
126 150 78
84 157 14
114 125 7
59 138 44
138 167 23
96 36 74
106 184 91
55 191 68
177 193 27
152 66 72
42 112 64
45 130 44
4 111 48
56 76 55
162 74 32
81 172 84
128 156 56
197 10 29
167 174 60
130 141 92
87 126 77
41 144 88
143 56 53
53 169 62
179 169 86
29 180 92
167 82 43
34 102 96
145 133 50
167 5 40
184 149 12
112 27 30
30 112 30
139 151 86
103 20 64
152 110 8
160 112 78
31 92 27
72 151 4
89 93 6
78 194 36
123 39 34
10 129 77
131 49 31
91 86 42
7 33 40
55 171 1
56 192 44
113 101 80
135 69 27
171 120 49
148 117 23
97 123 46
198 79 88
82 129 80
181 174 19
47 198 24
168 122 10
59 50 18
171 151 6
52 98 82
134 196 59
101 115 61
130 50 14
178 172 18
199 22 89
179 105 26
156 89 28
100 107 5
116 142 33
110 160 12
131 118 88
104 125 62
77 152 63
38 137 77
127 54 92
143 92 7
118 10 31
58 141 6
171 93 43
141 40 90
99 158 89
43 95 98
49 116 87
187 199 64
70 190 32
40 82 73
21 64 12
12 184 98
100 26 54
25 25 24
72 174 29
49 111 27
89 134 99
185 26 19
165 144 90
191 90 46
46 61 25
40 71 40
197 70 22
55 196 22
127 132 66
167 168 59
49 2 7
72 199 3
105 192 74
111 177 18
57 195 65
22 87 63
80 89 19
85 113 69
29 117 61
109 39 56
96 161 72
8 37 72
51 139 79
142 115 71
176 120 8
162 80 18
92 136 4
42 147 46
168 11 17
155 156 90
94 115 3
24 58 7
41 154 62
196 109 60
59 101 9
126 189 22
130 119 67
167 25 31
160 29 6
172 64 20
70 28 61
125 57 63
47 22 33
37 157 29
118 188 55
175 137 15
172 149 82
179 82 93
6 124 47
134 146 13
27 39 25
57 199 23
24 171 8
149 121 19
54 23 100
35 172 73
33 96 18
33 12 44
116 69 10
10 12 48
155 74 65
183 60 70
46 150 50
156 98 50
151 153 17
46 190 17
8 46 53
20 35 11
51 55 14
185 24 44
155 112 69
1 191 2
126 86 27
29 170 39
143 62 23
179 36 74
138 70 20
84 30 59
16 28 50
34 175 79
71 183 46
22 188 84
116 94 51
101 0 81
173 181 88
151 5 75
14 138 96
140 65 91
4 190 86
136 69 61
131 158 28
42 50 59
170 8 33
153 115 61
159 139 7
61 194 43
193 50 17
171 133 61
167 21 25
186 54 41
134 107 4
121 174 4
164 150 26
12 144 44
9 56 85
120 126 92
146 90 50
155 23 22
120 134 59
104 15 37
41 121 19
153 179 87
105 180 96
152 196 99
79 64 87
54 68 80
70 137 59
30 51 92
166 193 82
71 124 11
116 74 21
118 21 85
73 62 72
113 139 100
25 3 17
138 52 31
146 1 50
7 39 24
9 95 33
175 111 97
62 190 9
64 47 23
150 118 5
155 131 68
116 199 30
3 98 74
103 75 97
187 35 1
161 162 28
156 5 64
69 75 97
12 53 7
3 198 70
55 132 92
93 82 58
66 135 4
99 71 34
73 63 69
113 82 41
61 127 63
191 88 47
63 35 29
158 111 99
51 165 39
1 29 6
155 36 100
192 74 44
51 35 7
133 63 34
95 36 4
174 190 77
148 12 29
161 85 75
107 61 46
160 39 25
189 62 91
6 50 83
183 31 11
21 51 66
197 68 96
101 102 56
165 116 82
9 175 76
74 25 66
125 19 61
13 36 93
137 158 61
180 3 37
135 147 21
57 55 41
78 63 20
72 156 34
52 95 88
159 175 36
16 39 34
101 96 8
162 59 52
188 191 88
81 109 83
6 162 54
10 168 62
83 21 56
109 27 21
149 191 20
189 37 84
106 159 45
29 154 23
171 36 40
53 168 64
139 41 49
172 26 92
27 2 39
115 67 97
141 89 9
171 75 29
8 47 55
143 45 41
168 84 69
136 14 10
35 54 8
159 161 90
134 163 10
98 107 14
33 118 43
192 100 94
67 175 62
187 57 91
128 96 55
28 126 74
47 71 61
29 121 100
60 154 11
158 139 21
32 144 25
162 82 69
15 158 78
56 108 45
64 29 44
177 94 91
62 78 63
10 81 70
182 22 27
51 46 85
61 166 35
177 18 85
33 27 26
170 23 72
178 31 42
128 103 25
148 126 62
75 4 58
199 41 62
131 74 31
27 148 70
70 95 97
97 71 50
129 84 94
42 148 91
182 37 66
57 68 3
174 161 84
0 72 2
186 163 69
163 72 45
7 123 51
192 118 28
25 59 18
192 123 67
179 73 5
13 11 40
52 15 52
169 75 77
14 149 91
69 8 10
119 60 38
138 124 93
185 85 51
6 185 78
167 80 94
106 37 3
114 63 56
41 120 48
108 55 91
33 140 61
61 132 51
100 18 42
40 64 82
45 103 4
9 172 48
100 174 29
122 5 81
82 20 18
23 124 73
38 195 29
198 88 96
138 121 33
147 47 2
152 189 14
115 173 17
50 90 74
148 49 20
76 48 19
134 155 86
158 73 54
22 169 82
151 10 39
80 98 90
150 36 75
24 62 42
72 167 91
28 134 7
54 54 10
110 102 88
38 164 61
104 6 24
16 42 5
58 93 10
24 44 21
75 167 52
35 1 52
66 121 33
112 32 92
179 14 65
44 123 10
52 38 78
3 81 42
76 72 73
55 149 86
16 38 79
66 38 98
2 87 25
109 170 34
126 182 38
14 102 62
7 111 12
60 78 56
18 66 20
100 176 72
69 192 53
115 176 92
32 53 5
153 133 73
192 94 91
107 186 76
110 63 56
81 64 98
176 98 45
183 190 47
5 58 2
65 52 58
180 162 93
60 103 47
198 159 11
73 67 54
82 23 57
59 166 92
148 127 77
162 73 47
54 164 93
160 150 27
191 20 78
15 102 47
144 125 55
174 36 67
109 78 47
90 152 74
86 131 78
31 49 100
175 155 92
36 8 11
128 168 75
118 59 90
34 21 73
194 111 55
152 65 32
194 32 63
28 145 10
66 197 24
81 164 3
24 102 50
10 42 18
38 147 73
148 25 23
103 195 21
36 152 81
128 170 36
156 198 38
34 192 61
166 91 5
146 129 75
176 154 92
199 67 88
150 58 67
11 188 32
108 141 5
103 57 59
190 61 82
110 83 48
118 94 73
64 50 15
17 85 53
33 123 41
189 0 59
41 150 46
84 108 29
47 50 12
77 78 37
82 102 10
157 24 96
84 180 68
71 53 37
45 149 96
10 188 25
36 34 30
84 2 3
122 63 14
84 53 63
98 113 22
57 16 31
82 70 46
127 44 40
166 171 60
178 167 86
19 2 95
133 198 25
110 21 29
158 89 90
141 195 28
17 129 77
67 177 40
42 40 51
73 87 27
60 164 9
107 9 40
30 49 42
167 116 54
3 193 38
41 182 56
35 56 56
120 143 30
37 49 3
166 146 63
133 88 43
27 87 88
157 40 85
54 66 18
31 70 75
35 32 83
15 1 40
199 44 1
97 163 41
29 148 95
12 18 36
75 139 13
72 127 5
77 171 6
174 19 62
144 2 79
121 172 48
106 33 9
178 44 20
166 119 97
7 163 31
110 37 62
118 84 3
58 168 16
4 60 5
37 45 57
157 190 65
174 50 93
154 195 31
127 81 23
169 36 47
12 193 96
167 87 56
141 17 85
81 150 8
160 25 96
36 75 96
104 82 70
29 151 44
18 49 61
49 145 28
88 181 46
161 163 33
138 127 26
142 136 43
103 199 19
179 62 22
1 150 34
198 143 49
153 137 26
77 60 66
44 18 37
13 155 76
60 198 60
119 129 95
161 127 8
132 82 43
179 172 20
184 44 48
5 129 78
134 175 10
140 142 55
173 41 12
170 56 80
164 101 23
179 60 46
59 160 58
45 8 63
198 21 49
175 63 14
32 138 100
93 191 69
148 120 81
22 19 47
130 54 35
126 164 77
8 56 19
9 72 73
157 110 21
165 14 4
186 46 24
44 36 30
17 51 60
175 170 62
132 59 2
65 42 71
19 170 51
67 75 62
164 176 59
182 13 34
180 132 35
115 147 50
61 26 13
0 46 20
89 81 82
197 106 70
193 170 43
3 46 4
6 179 65
29 110 3
13 74 45
184 102 73
30 55 18
138 3 38
73 30 27
190 108 73
87 64 45
135 84 10
59 195 89
139 119 71
50 169 7
5 121 98
72 159 14
93 156 5
167 84 65
136 121 86
119 188 94
59 88 7
190 145 67
83 96 83
12 114 91
109 65 64
188 114 19
150 51 77
122 187 49
125 34 8
35 171 16
50 153 16
55 67 53
65 176 50
196 51 58
129 96 74
6 0 22
40 167 2
185 195 10
75 18 56
16 33 11
33 179 59
28 11 53
107 183 62
88 153 55
53 36 60
155 68 54
86 167 61
198 136 61
24 99 90
181 195 20
13 69 27
70 41 84
106 58 27
174 48 39
96 110 27
114 86 84
160 96 11
133 175 89
160 33 70
6 77 1
131 162 14
0 127 20
74 10 39
93 186 12
68 198 71
55 24 28
97 135 51
177 56 58
2 2 42
182 106 57
52 56 13
55 118 81
52 142 26
132 35 43
25 184 18
125 138 81
50 177 84
158 47 84
73 193 34
129 197 68
51 108 29
166 100 57
10 38 38
98 35 1
57 130 17
1 57 99
67 181 53
190 33 96
184 195 83
84 164 96
109 151 93
111 151 77
176 45 13
36 172 87
6 14 26
58 161 72
191 108 18
119 109 77
149 141 86
59 55 27
7 18 41
74 154 13
61 11 23
2 137 68
199 10 62
55 112 100
73 146 77
47 184 46
43 166 26
118 176 44
83 153 28
53 116 49
90 104 16
196 40 76
177 5 2
31 95 94
151 50 3
53 135 39
24 14 46
87 69 97
25 110 18
77 52 16
124 157 24
158 152 95
57 109 87
25 176 77
38 29 70
191 138 57
164 4 75
61 13 21
151 88 71
32 184 30
117 93 89
116 15 40
20 137 98
110 191 48
117 150 18
15 161 39
79 87 47
92 88 2
153 49 9
83 71 20
117 55 47
95 99 75
84 3 10
68 90 59
22 13 19
156 174 59
146 91 73
80 188 11
3 105 97
67 97 96
33 57 23
38 22 83
176 162 88
2 142 10
153 29 72
143 147 59
179 138 6
55 137 80
18 125 5
144 36 78
118 123 28
88 143 58
117 33 77
20 196 70
147 196 41
119 150 37
29 134 13
68 116 59
88 27 57
75 13 33
191 193 40
67 174 52
37 90 47
198 117 45
83 126 33
169 136 24
110 50 60
66 68 13
184 63 68
198 23 72
181 31 25
106 74 18
189 137 79
47 105 90
180 112 29
144 196 80
109 1 71
71 167 67
90 70 20
147 20 100
43 90 81
192 62 2
81 16 13
71 95 30
179 174 38
104 124 87
158 142 36
57 128 87
179 112 7
175 40 95
170 151 18
107 14 52
191 33 66
164 113 15
20 11 70
140 131 8
49 25 22
112 88 67
137 89 47
67 164 71
18 1 38
186 179 44
68 33 67
163 93 88
157 184 25
74 181 29
45 98 3
121 148 74
43 33 42
140 118 55
113 135 55
132 130 13
160 38 4
169 35 46
145 160 97
121 167 96
187 10 57
14 120 67
119 119 35
130 34 40
127 165 89
58 52 34
54 126 15
21 1 72
196 78 49
177 119 6
82 80 14
39 128 78
188 21 90
100 184 7
17 115 22
67 135 15
58 191 50
198 33 15
178 100 98
0 53 68
139 52 94
59 141 73
31 187 3
188 64 12
52 12 64
50 158 40
171 181 81
66 49 31
106 4 28
84 77 80
150 10 34
147 69 27
5 194 4
72 41 58
147 36 35
168 180 73
115 11 61
157 51 90
99 150 78
163 123 6
143 71 6
177 173 46
128 36 81
168 191 54
55 159 62
20 118 92
183 65 42
86 196 32
2 123 93
72 40 40
83 189 50
70 143 6
0 140 49
47 1 76
32 77 54
17 15 23
107 146 53
11 167 84
175 182 41
24 129 48
96 14 8
1 124 81
124 65 96
193 107 87
73 83 33
39 181 75
28 46 76
173 152 87
1 6 59
113 72 25
115 95 79
51 190 23
53 58 74
39 15 4
2 88 9
0 139 48
60 121 16
177 42 9
116 191 90
92 61 97
156 83 27
64 90 73
97 19 35
162 123 71
82 191 8
81 114 99
97 171 14
62 96 13
7 67 45
173 185 85
179 195 70
22 35 30
124 166 14
17 122 73
18 30 57
192 167 5
156 119 3
185 13 49
126 31 2
83 141 87
42 189 34
85 187 4
158 55 44
36 101 52
163 33 66
46 167 17
184 170 91
86 89 32
107 101 58
105 118 9
178 115 78
91 1 56
84 109 82
100 19 9
60 94 82
58 108 61
24 178 15
23 180 24
98 27 81
106 118 26
59 89 86
67 137 43
4 25 64
32 102 51
124 90 18
68 151 37
32 140 25
171 9 3
34 193 26
165 12 13
60 90 7
139 54 6
102 69 11
66 136 20
143 107 66
22 121 13
107 80 78
38 81 58
155 154 17
175 135 25
129 50 86
187 121 68
107 199 11
127 184 26
44 131 3
59 7 12
82 94 25
28 97 60
78 28 48
57 56 21
185 175 6
154 163 57
178 62 56
184 185 44
14 49 4
154 65 39
152 51 17
66 3 5
37 24 30
36 77 45
2 20 87
187 98 18
45 75 28
41 47 55
46 171 61
110 121 95
180 193 13
162 33 66
73 3 75
122 144 61
63 98 60
74 83 16
140 179 3
124 135 95
20 144 73
45 183 38
45 195 52
20 162 7
194 54 55
19 191 32
139 155 80
92 63 71
186 56 22
140 109 84
13 53 50
193 108 20
106 111 99
39 91 94
104 36 76
115 98 59
39 126 61
89 107 54
65 147 28
166 1 87
164 184 77
142 185 78
193 88 78
143 145 39
62 84 61
122 117 13
42 44 14
157 80 12
32 20 49
132 197 15
72 30 93
158 136 19
119 134 18
163 144 36
134 52 5
92 165 70
102 66 12
80 150 82
47 34 1
87 33 81
126 102 27
188 188 90
55 172 39
101 20 78
46 197 72
41 13 44
39 154 44
120 198 87
146 0 91
28 115 88
66 32 11
144 23 73
33 34 13
35 24 24
188 109 65
181 198 40
108 159 77
24 146 32
15 66 44
3 162 4
12 20 42
55 79 29
29 114 80
120 71 76
81 144 81
9 76 67
14 100 39
24 133 26
110 108 63
140 95 31
129 61 74
24 130 3
22 194 88
152 61 33
71 192 71
147 165 91
41 54 31
32 5 12
96 46 10
15 59 14
62 18 38
88 160 55
156 100 34
186 169 95
180 8 50
149 120 47
28 89 29
2 148 8
87 198 32
172 114 73
80 78 92
102 51 87
115 119 90
31 117 24
128 44 78
155 199 71
156 186 70
10 54 10
171 171 97
115 165 75
197 83 70
28 178 3
148 89 95
124 68 71
111 5 8
131 1 28
68 26 3
130 17 14
38 28 87
151 69 81
83 177 20
105 37 23
2 18 80
45 114 24
43 130 28
199 53 37
190 32 25
10 31 51
59 69 81
115 190 65
50 164 67
70 46 74
153 194 41
187 48 62
10 49 17
195 162 83
34 92 36
87 87 78
12 137 14
23 174 100
128 35 97
51 53 99
111 109 82
39 117 10
19 102 23
46 13 14
197 23 52
196 163 71
144 61 59
77 115 15
96 71 79
78 91 86
54 199 29
147 44 42
103 21 70
41 140 21
115 64 99
76 190 22
48 166 58
42 185 14
86 120 92
173 15 60
106 69 84
3 161 84
149 117 93
101 87 9
46 33 87
6 146 48
8 157 42
176 80 17
39 79 65
126 111 45
171 66 66
44 186 91
21 31 2
18 99 9
181 24 35
148 5 6
66 47 64
177 40 64
148 21 2
189 129 52
46 47 99
57 13 91
173 45 69
106 92 20
9 53 89
22 50 32
96 118 31
5 141 65
191 126 88
108 67 13
74 145 56
70 109 82
80 165 17
172 136 68
72 173 87
161 81 5
29 187 32
135 151 33
189 161 70
106 122 10
131 35 44
52 13 74
146 8 20
85 80 35
119 147 53
36 24 88
51 20 46
7 125 93
166 159 98
172 154 19
150 55 27
169 64 59
152 39 48
72 90 13
180 66 36
56 181 45
170 20 1
195 105 92
83 14 97
136 39 40
55 83 42
175 192 1
32 50 21
83 11 22
160 50 43
17 131 82
122 185 77
33 158 91
108 36 70
156 188 72
128 151 48
190 63 45
118 152 35
78 31 70
158 144 22
192 171 98
69 15 34
112 157 21
68 41 62
19 65 27
104 52 94
94 111 47
30 0 7
24 106 54
138 2 50
105 18 46
172 54 28
20 3 15
8 59 68
5 4 33
95 142 52
10 111 6
37 103 4
16 41 76
1 130 43
38 58 86
162 9 39
98 14 49
158 100 56
89 179 19
29 107 27
125 190 44
29 8 47
196 112 9
102 21 72
13 62 12
127 136 98
2 80 88
151 1 57
58 105 50
26 120 61
71 36 69
83 53 81
89 175 95
4 197 9
164 68 93
25 121 34
168 102 68
40 109 58
61 178 93
27 25 16
155 54 80
115 70 73
193 194 81
20 96 82
44 198 25
23 79 48
17 28 90
169 91 45
172 1 47
151 174 90
154 3 83
114 72 52
152 116 63
144 5 2
82 124 72
66 87 12
136 43 97
167 167 3
181 10 94
176 51 57
26 117 37
5 181 72
66 39 81
167 3 17
99 17 90
160 156 28
120 65 10
115 16 37
179 52 48
82 103 32
16 63 75
81 165 17
197 172 12
69 90 91
66 33 42
163 164 47
83 146 42
71 140 59
115 78 72
142 32 39
15 146 24
58 126 80
184 176 67
109 173 94
0 12 47
78 43 74
41 26 18
15 170 59
48 44 6
30 76 46
115 114 69
15 58 39
152 2 80
11 95 22
23 122 53
133 49 43
114 190 1
137 63 99
158 196 63
120 91 17
102 120 17
69 48 70
142 191 28
193 78 44
66 192 29
183 124 58
150 108 69
166 67 14
10 109 5
8 84 78
109 162 65
91 24 46
103 172 78
39 178 21
1 56 73
34 149 74
164 42 25
18 27 63
81 191 66
66 59 72
1 113 17
9 137 96
72 74 12
29 56 94
25 64 41
117 5 58
153 164 54
89 159 19
41 92 53
47 68 52
7 177 6
47 89 1
3 57 41
53 177 2
132 179 82
92 164 70
42 192 26
101 88 2
112 61 33
196 47 81
66 48 62
170 181 37
126 179 86
4 133 73
66 95 95
169 157 11
173 171 28
163 5 23
105 167 51
101 126 4
27 141 14
144 40 9
135 86 46
79 69 50
122 19 47
4 136 9
44 16 80
18 11 45
184 8 34
146 25 24
91 102 99
34 154 94
28 189 16
32 130 11
20 112 80
195 99 78
80 7 33
148 70 59
172 157 100
145 59 55
189 188 96
55 92 73
114 82 16
99 8 9
153 75 21
170 10 92
102 160 41
142 168 81
161 39 41
194 20 21
187 158 13
126 199 20
73 23 56
94 1 68
196 16 91
172 69 19
152 136 30
93 8 91
194 139 71
188 78 30
95 149 68
114 126 74
83 139 37
27 34 19
94 93 14
48 163 42
197 177 33
193 71 63
194 189 64
167 172 26
113 154 51
161 117 42
24 140 26
58 74 41
163 59 5
0 20 29
106 102 99
79 104 99
186 131 52
22 1 7
138 99 52
48 0 63
97 126 4
26 183 83
181 40 77
190 7 90
150 84 58
184 86 80
193 188 13
176 38 100
59 52 72
195 187 57
38 35 56
11 35 59
54 31 59
81 106 11
147 28 74
185 125 30
139 10 2
194 118 13
140 52 55
87 70 40
75 191 11
47 32 71
163 96 43
135 70 18
122 152 52
145 84 45
105 187 49
92 99 88
166 6 36
198 74 27
167 49 35
120 25 12
190 140 90
186 113 92
16 50 100
192 140 75
174 101 18
122 24 82
34 61 61
193 110 84
94 22 35
168 147 72
42 93 69
92 11 69
10 5 65
155 119 28
110 124 42
109 153 36
137 164 42
53 60 54
153 148 39
165 88 12
116 182 33
65 16 51
85 190 76
192 80 45
170 182 82
190 187 30
151 96 81
70 35 50
159 167 4
189 144 12
162 64 93
162 189 58
82 28 40
80 164 65
29 161 13
36 158 90
54 26 58
170 179 10
58 113 33
25 78 5
130 110 53
141 122 61
18 178 99
174 150 23
162 60 98
141 199 6
102 191 85
90 66 7
170 4 43
187 112 83
53 43 31
106 88 96
63 195 36
24 45 32
145 149 3
79 19 54
179 177 19
93 88 99
65 136 7
133 118 4
32 169 73
198 177 32
16 167 67
70 94 45
146 59 46
124 32 49
143 59 84
126 45 72
158 20 95
42 141 26
73 161 49
100 198 67
7 148 58
154 199 96
187 183 81
20 67 49
193 197 37
37 72 85
196 102 29
132 181 37
95 56 79
85 181 12
13 59 29
47 49 74
46 4 76
73 43 47
34 109 39
11 73 3
2 95 5
116 127 91
42 178 22
40 129 11
41 165 25
126 157 4
158 90 75
141 139 71
56 144 92
174 38 63
17 79 52
165 0 61
124 2 15
75 25 44
149 8 86
51 14 18
132 190 84
63 23 20
136 166 17
147 56 53
187 118 97
196 64 79
199 74 55
47 72 1
151 99 2
117 62 18
187 152 66
195 161 92
125 139 15
163 8 25
6 7 22
68 5 57
86 83 80
95 50 63
97 22 61
35 121 70
168 2 33
39 36 91
27 68 63
37 71 35
123 129 2
154 33 74
0 68 64
87 25 99
25 36 94
184 67 54
117 182 19
25 22 29
114 148 48
59 167 79
102 167 99
178 0 46
16 185 15
35 16 63
135 105 52
180 108 36
5 198 24
133 44 55
60 22 86
169 142 21
108 156 92
99 88 3
165 1 39
74 166 45
12 45 57
66 174 95
28 131 53
14 89 48
190 131 47
90 116 95
67 24 53
149 101 20
56 149 79
186 34 44
106 63 14
134 185 67
1 139 56
118 90 79
36 23 4
22 120 85
187 32 41
65 62 29
197 105 28
31 35 31
155 25 10
187 113 89
63 77 98
151 194 84
143 171 47
123 29 1
4 129 22
169 58 55
148 11 5
91 158 87
57 136 43
21 28 81
168 61 46
13 184 10
160 71 62
78 142 1
40 137 34
151 145 12
123 195 96
38 48 85
32 29 28
124 12 8
174 62 4
38 95 50
186 196 44
122 96 6
40 69 49
74 9 67
37 167 95
77 46 77
79 114 13
172 196 67
198 28 51
185 15 29
136 85 73
172 180 72
36 183 38
150 39 71
23 135 58
111 159 66
28 92 79
97 103 30
142 85 21
53 22 85
129 157 5
31 186 20
123 4 48
143 152 9
25 182 23
145 99 92
57 45 56
2 115 20
115 52 49
189 59 91
197 122 64
0 164 73
4 92 65
107 39 90
76 19 65
21 108 46
31 47 88
101 62 18
9 153 23
43 129 37
48 188 88
53 156 100
130 102 68
37 138 22
36 68 71
33 13 10
168 137 85
1 71 93
17 45 71
99 160 8
86 22 55
156 42 13
20 157 98
73 166 46
79 4 91
91 186 84
23 52 14
60 13 26
148 26 98
51 98 43
132 189 15
113 125 12
120 105 71
18 35 64
135 19 67
186 66 22
151 173 28
67 94 63
68 67 63
156 112 15
56 49 58
27 95 33
148 32 85
56 65 82
160 62 21
94 17 95
75 163 80
48 129 92
198 45 10
189 183 97
117 188 52
192 197 89
166 144 74
75 157 14
135 168 47
177 191 85
170 36 9
89 68 19
153 140 35
118 178 88
138 145 72
168 42 42
195 7 52
74 33 76
6 133 27
56 24 79
191 95 89
76 195 46
3 175 70
126 108 23
75 5 47
43 168 47
164 119 70
156 137 30
187 36 53
106 8 16
156 148 37
17 67 85
133 157 60
151 79 35
18 162 79
176 57 63
13 16 55
126 112 94
72 64 45
130 59 23
181 149 47
12 96 48
94 140 26
39 63 31
182 0 64
8 154 23
30 1 64
140 55 35
136 150 13
47 11 58
93 52 73
164 192 30
55 104 33
129 137 39
36 67 27
82 134 28
49 176 89
51 187 3
94 90 4
131 154 94
151 103 29
15 179 88
98 180 81
56 58 51
104 115 59
72 29 17
32 176 33
190 128 13
59 33 30
98 163 52
114 181 2
146 16 51
40 76 49
53 27 60
173 133 2
113 168 64
67 57 12
162 162 40
120 15 62
185 11 53
186 11 78
62 119 54
39 74 45
25 151 29
0 42 97
111 38 17
92 168 12
89 129 26
72 52 1
120 43 31
106 49 8
70 182 26
9 58 97
191 43 30
92 199 72
93 53 35
6 79 62
150 75 93
0 56 57
16 148 71
144 157 78
110 41 1
13 136 2
67 38 80
127 50 6
146 155 68
26 170 46
77 51 29
141 162 66
26 119 18
133 30 87
96 58 12
80 120 46
68 49 15
45 110 76
128 144 60
170 140 5
186 116 58
113 2 39
113 172 15
186 160 55
104 181 63
119 42 1
157 173 68
9 164 71
181 36 48
121 81 29
170 71 39
99 45 46
46 56 90
169 68 12
2 57 98
12 76 21
61 185 11
55 138 41
85 196 18
129 32 47
21 114 19
69 183 2
85 183 7
67 186 35
58 186 7
118 137 71
125 25 23
38 106 65
165 118 93
142 12 46
164 48 42
130 91 13
42 5 14
30 91 84
178 192 80
50 103 16
93 166 78
63 131 68
54 42 51
172 110 20
138 168 98
62 81 43
187 5 81
114 167 61
116 125 70
7 73 81
199 170 24
14 77 76
142 142 49
96 141 78
14 13 54
107 41 22
67 82 66
28 43 50
170 198 92
10 124 17
4 62 27
39 101 21
7 196 18
64 103 15
189 190 24
51 161 50
88 43 84
29 93 62
14 58 66
25 107 73
36 58 80
90 172 41
16 85 63
5 69 66
47 18 20
60 54 16
18 93 60
23 64 32
68 68 93
29 44 11
150 43 63
62 0 39
136 120 21
161 198 96
104 134 26
48 71 29
71 178 98
163 175 96
32 67 63
1 178 54
178 171 11
3 67 84
156 15 4
4 157 83
173 54 77
104 129 36
101 74 38
52 183 81
111 161 1
3 93 31
123 172 70
39 11 57
2 192 84
5 133 69
95 96 33
139 53 97
137 99 83
3 56 72
66 9 18
23 159 75
84 193 68
54 166 98
186 84 63
97 158 60
152 120 100
47 149 15
132 78 78
66 2 64
122 189 71
21 131 87
178 65 28
9 5 77
92 21 55
101 168 78
61 65 3
153 81 37
66 113 91
4 3 3
189 175 7
130 118 65
140 137 96
190 89 21
99 40 1
116 175 35
84 69 79
89 101 29
183 143 45
19 30 40
24 84 90
42 42 9
65 127 39
145 122 68
17 157 92
103 19 61
139 130 76
131 31 40
115 5 21
174 24 41
163 41 16
161 10 21
42 100 68
179 128 50
142 1 92
149 48 20
113 71 93
35 144 79
59 12 29
15 67 28
107 27 39
155 16 79
121 95 42
190 155 6
69 23 58
99 21 46
186 15 2
177 167 81
97 106 62
134 165 77
74 6 40
110 113 60
56 116 46
133 122 64
163 64 32
95 183 39
105 114 29
181 60 90
45 144 23
198 174 37
70 174 76
64 1 78
50 93 32
134 103 77
115 66 90
52 99 25
184 124 13
51 95 88
159 97 15
147 94 26
166 121 65
58 140 23
73 65 1
22 12 5
169 72 19
9 84 29
82 2 12
131 182 37
141 15 13
190 22 20
62 131 90
167 128 8
101 66 54
199 36 91
173 69 57
18 89 22
184 118 82
30 82 43
158 107 34
181 194 3
167 109 55
109 130 71
115 79 24
90 31 80
178 78 99
175 47 36
198 134 68
182 198 8
38 45 79
148 92 41
136 177 9
175 5 79
24 78 84
72 106 94
34 54 49
42 12 45
114 168 35
169 171 51
198 29 27
117 92 10
105 79 76
85 40 78
61 125 92
34 23 66
44 91 72
141 29 92
134 113 50
184 43 81
110 198 81
12 181 3
16 90 1
122 53 61
164 56 61
92 123 76
110 146 45
60 91 40
72 121 89
12 113 88
15 114 19
189 15 45
99 63 83
49 79 9
187 166 33
45 116 2
4 142 73
196 176 79
55 103 5
153 103 31
102 105 25
21 9 52
84 188 31
156 92 6
34 99 28
79 146 27
122 90 70
27 140 61
121 181 95
41 59 15
50 131 76
29 51 35
38 71 37
